repo,dependency_file,affected_test_file,bypass_method,commit_hash,commit_date,commit_author,commit_message,total_commits_to_file,description
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),56847c56c59bc3edf8607aaacb4f2d1b544204b2,2025-03-05T01:39:08+01:00,Saraswathy Kalaiselvan,DOC: Updated set_index doc with a warning (#60990),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),928fb7eb9fa0147760a41892e479c0ec2fb15bd8,2025-03-01T02:22:59+08:00,auderson,PERF: use `blk.dtype` in `where()` & `_setitem_frame()` (#61014),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),f13cd4cee8f756a5b6745fac42fbccd2bd7aa9c8,2025-02-26T16:09:26-05:00,Carson Fox,DOC: Update DataFrame.drop() docstring  (#61013),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),8f802cd01fd7cf83624d13e45a65c11dd2d221e2,2025-02-10T10:23:27-08:00,Nitish Satyavolu,BUG: Fix bug in DataFrame binary op not respecting fill_value in case… (#60906),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),9001cb2f080fded5af773d2f7e46c37a74c37cd0,2025-02-09T00:24:53+05:30,Tuhin Sharma,DOC: fix ES01 for pandas.DataFrame.shape (#60888),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),1f106e06fd4829f6775dc90511dcbb6e7ab9f9c6,2025-02-05T23:10:43+05:30,Tuhin Sharma,DOC: fix ES01 for pandas.DataFrame.select_dtypes (#60855),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),2cc9b21c9ad9b3df0f084b6d2e8462b1b78d4e8a,2025-02-05T09:51:37-08:00,Nitish Satyavolu,ENH: Support 'left_anti' and 'right_anti' joins in pd.merge (#60732),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),b2a7a262977391a09a49295dec4bebe0a120e316,2025-02-04T23:20:48+05:30,Shashwat Agrawal,DOC: `pandas.DataFrame.to_html` additional description for the border parameter  (#60830),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),569f94da9ecf0cd7c5eb565f5041b883726f6d3a,2025-02-03T23:16:36+05:30,Tuhin Sharma,DOC: fix ES01 for pandas.DataFrame.columns (#60836),3324,DataFrame pickle tested in subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),e84a7f7b521d52812b227d9dab038f138373866f,2025-02-03T11:20:07-08:00,pre-commit-ci[bot],[pre-commit.ci] pre-commit autoupdate (#60840),240,Plotting backend loaded via entry points
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),e36b00035665d416fe10a3950880a6532eaf6131,2025-01-27T22:54:25+02:00,Xiao Yuan,BUG: fix combine_first reorders columns (#60791),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),31704e3a69a65f0508c40c4881453757334c217e,2025-01-22T00:41:34+05:30,Pranav Raghu,DOC: Add line clarifying sorting using sort_values() (#60734),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),a4e814954b6f1c41528c071b028df62def7765c0,2025-01-17T20:11:37+01:00,Patrick Hoefler,REGR: from_records not initializing subclasses properly (#60726),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),5c9b6718dea589be6fafab04adbd22dd0550a061,2025-01-15T08:19:37-08:00,Nitish Satyavolu,BUG: Fix DataFrame binary arithmatic operation handling of unaligned … (#60538),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),b6fb6e7bdfd81978f5445d72f0758490abeb6edf,2024-12-30T12:32:31-05:00,Richard Shadrach,DOC: Make warning on query/eval consistent (#60628),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),602ae10f3d0d599ebbdd151e8a09f0baf20b4637,2024-12-18T16:31:11-04:00,William Andrea,"DOC: Fix ""kwargs"" description for .assign() (#60588)",3324,DataFrame pickle tested in subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),ca91dd4c39a02c0026b98c16c56996f81506e004,2024-12-09T10:54:40-08:00,jmalp,DOC: fix docstrings validation for pandas.core.groupby.DataFrameGroupBy.boxplot (#60509),240,Plotting backend loaded via entry points
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),29d7e0897aa2877a73af173127397e841207e16c,2024-12-08T06:04:31-08:00,Shubhank Gyawali,DOC: Fix hyperlinks to NumPy methods in DataFrame.shape / DataFrame.ndim (#60516),3324,DataFrame pickle tested in subprocess
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),40131a6b9a67f72a17918a093819ad6f1484888b,2024-12-02T16:13:46-08:00,pre-commit-ci[bot],[pre-commit.ci] pre-commit autoupdate (#60470),189,Import behavior tested in optimized subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),40131a6b9a67f72a17918a093819ad6f1484888b,2024-12-02T16:13:46-08:00,pre-commit-ci[bot],[pre-commit.ci] pre-commit autoupdate (#60470),3324,DataFrame pickle tested in subprocess
pandas,pandas/core/frame.py,pandas/tests/test_downstream.py,subprocess (pickle test),38a86f76551d843f6694743028553c53e9e21505,2024-11-21T17:25:38+01:00,Robert Wolff,DOC: Fix doc string for column C&C (#60386),3324,DataFrame pickle tested in subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),b4344767e4786149215845e78d44bd6f64a58410,2024-11-11T10:49:10Z,DL Lim,ENH: set `__module__` on `Series` (#60263),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),4fcee0e431135bf6fa97440d4d7e17a96630fe6e,2024-11-09T23:57:58Z,DL Lim,Update mypy version from 1.11.2 to 1.13.0 (#60260),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),7bd6ca2015c277022ffdbb6cce405e4b8a56f385,2024-08-23T14:31:35-04:00,William Ayd,Use shorthand notation for pip config-settings (#59583),189,Import behavior tested in optimized subprocess
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),96d732e3ccaf5b10373747664392fa231afd3c3a,2024-08-12T10:06:48-10:00,Matthew Roeschke,DEPS: Make pytz an optional dependency (#59089),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),9c08431e0676fd959a02ea93423fb715ba645000,2024-07-31T13:25:37-04:00,Florian Bourgey,ENH: Allow to plot weighted KDEs. (#59337),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),a8875e17e09bf50a0c2726e3f8eb129474ac4604,2024-07-16T22:09:28+05:30,Tuhin Sharma,DOC: add PR02 for pandas.DataFrame.plot (#59255),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),a5e812d86deb62872f8d514d894a22931fc84217,2024-06-21T08:04:33-10:00,Matthew Roeschke,DEPS: Drop Python 3.9 (#58238),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),0fb5cfe7edb332d2cd4553bd73671d58b67bd5da,2024-06-14T06:58:22-10:00,Matthew Roeschke,PERF: Only copy in plotting when needed (#58958),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),a30bb6f571a843853f679516d3b4ff664bd3d04b,2024-06-07T07:39:18-10:00,Matthew Roeschke,REF/CLN: Standardized matplotlib imports (#58937),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),79f4c5353dc10799355b82f97aeab99f6e5d288f,2024-05-31T13:16:16-05:00,Anish Karthik,"DOC: Fix docstring error SA01 for pandas.Dataframe.plot, pandas.Series.plot, pandas.core.groupby.DataFrameGroupBy.plot, pandas.core.groupby.SeriesGroupBy.plot (#58842)",240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),926a9c35fc8ae448be5dea0239ea1da1013a043a,2024-04-25T16:19:00-04:00,shriyakalakata,"DOC: Fix RT03 errors for DataFrame.infer_objects, DataFrame.hist, DataFrame.to_parquet (#58429)",240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d460abddac3e810d84df9ae27d1b907f3b2562f6,2024-04-08T23:24:19+02:00,Trinh Quoc Anh,Migrate pylint to ruff (#57182),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),a93fd6e218d0082579eee624e547a72f0fd961bc,2024-03-22T15:57:06+01:00,Dea María Léon,DOC: Update docs with the use of meson instead of setup.py  (#57917),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d8eb2015baed61b3db46d9ed57d172fbacde9556,2024-03-12T01:26:04+08:00,Xiao Yuan,DOC: fix typo in `DataFrame.plot.hist` docstring (#57808),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),4692686a750b95884e1d5a4f1313614c71c57213,2024-03-09T00:50:31+01:00,Jonas Bergner,DOC: Resolve RT03 errors in several methods #2  (#57785),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),4ed67ac9ef3d9fde6fb8441bc9ea33c0d786649e,2024-02-22T18:43:15+01:00,Patrick Hoefler,Remove PyArrow deprecation warning (#57556),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),8a779779f1da24cb6ba7a49c40fcc855cb5b0b81,2024-02-13T12:56:33-07:00,Jordan Murphy,"DOC: fix SA05 errors in docstring for pandas.DataFrame - agg, aggregate, boxplot (#57404)",240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),4d0068e330fd8a3f4f4313c6a368775b65e7cb74,2024-02-09T12:07:53-10:00,Matthew Roeschke,"CLN: Remove pandas.value_counts, Index.format, is_interval, is_period (#57296)",189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),5bc1e74e1b4f35c09915cc718847e73b7ac14641,2024-02-08T12:09:37-10:00,Matthew Roeschke,DEPR: Remove Index type checking attributes (#57231),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),4d3964edd1fcfadbc853bcc25bb6dec430ea6aac,2024-02-08T06:42:07-10:00,Matthew Roeschke,STY: Use ruff to format docstrings (#56863),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),65b267a851fc3693463431308de4148999eff3d0,2024-02-07T10:12:33-08:00,Noah Asing,"DOC: fix pr02 errors in docstrings - plot.bar, plot.barh, plot.line, plot.pie (#57266)",240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),06ec9a4d05875a1cf443ff50bbbe7f6e69ee175e,2024-02-06T18:09:12-10:00,Matthew Roeschke,CLN: Make first argument in IO writers keyword only; remove gbq (#57279),189,Import behavior tested in optimized subprocess
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),c3014abb3bf2e15fa66d194ebd2867161527c497,2024-01-31T18:34:03-05:00,Richard Shadrach,DEPR: Enforce deprecation of ArrayManager (#57118),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),b0b1685a0784caf0ac3082b29ac4f993c5fc7902,2024-01-29T14:24:50-05:00,Torsten Wörtwein,TYP: misc return values (#57108),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),5c2a4075b257b78b34ed387461f4e45298434a1a,2024-01-19T09:12:49-08:00,Thomas Li,DEPS: Add warning if pyarrow is not installed (#56896),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),7402f15e81f13c9939e952585f0bbb98e9fac345,2024-01-18T22:54:53+05:30,Mangesh Kashid,DOC: Remove references to AxesSubPlot #56876 (#56943),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),0dade0bde8547ebb135a8d4c414a6c7c05091ac9,2024-01-16T22:58:03+01:00,Trinh Quoc Anh,Autofix ruf010 (#56914),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),4ab95ad63b0498833df39aca3991ca70c0431ba7,2024-01-16T10:59:19-05:00,Alp,"DOC: EX03 fixes on dataframe.plot methods: hexbin, line (#56900)",240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),612823e824805b97a2dbe258ba808dc572083d49,2024-01-13T01:59:24+08:00,Zhengbo Wang,DOC: Fix EX03 flake8 errors in docstrings (#56834),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),67872451d9a195c801c2395c92dab27edb3ecbbe,2023-12-19T12:44:48-05:00,Torsten Wörtwein,TYP: Update mypy and pyright (#56493),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),22c7495b5241e5636ebe0dfe73266916c97be8bc,2023-12-18T16:02:37+01:00,Patrick Hoefler,DOC: Remove 1.2 versionadded and changed (#56544),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),04307e717d3d227cbdf250695f2698c2cae7752d,2023-12-08T15:43:34-10:00,Matthew Roeschke,STY: Fix doctest and docstring formatting errors (#56408),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d73449638820b3ac686cbff82159f85089c99bf6,2023-11-09T07:43:10-08:00,jbrockmendel,TYP: plotting (#55887),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),5f88eb1914ffff41d7d303549181804931d59ef3,2023-11-07T09:28:02Z,pre-commit-ci[bot],[pre-commit.ci] pre-commit autoupdate (#55846),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),ecf449b503b51f6344f7dfcaac8d58d2967f52a4,2023-11-01T04:40:59+05:00,Ahmad Mustafa Anis,Update _core.py to show valid plot types in the Error Message for Invalid plot kind (#55758),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),a98be065e365c3d673d759414586345b14de50ac,2023-09-20T19:00:35+02:00,Natalia Mokeeva,DEPR offsets: rename 'M' to 'ME' (#52064),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),b303665df0337448abbc6e3107be1f0ff7c98fb5,2023-09-19T21:53:51-04:00,Richard Shadrach,DEPR: ArrayManager (#55044),189,Import behavior tested in optimized subprocess
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),711fea0bdb216f9c489a70829393e0a26671d779,2023-09-08T19:12:32+02:00,Michał Górny,ENH: use shutil.which() instead of external which(1) (#54937),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),ffc583966451fd26cdd4c350018362f6fadd02a3,2023-08-25T07:18:29-10:00,Matthew Roeschke,CLN: Update LICENCES and reference where used (#54743),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),0946a56a45b40fbcf514afd7cecad91f7fdef8dc,2023-07-17T18:14:51+02:00,Dea María Léon,DOC: Fixing EX01 - Added examples (#54162),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),51c6e7977c489adf1ad0cc7548f7e231eba32b20,2023-07-10T12:12:18-10:00,Matthew Roeschke,⬆️ UPGRADE: Autoupdate pre-commit config (#54043),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),4019d41816e6114d41731638fe027a8b0597db72,2023-07-10T10:09:53-10:00,Matthew Roeschke,STY: pyupgrade to 3.9 (#54044),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),462ee503ac43b4c43536a734f3d653a0ec2e03d7,2023-06-09T22:15:23+02:00,Dea María Léon,DOC: Fixing EX01 - Added examples (#53575),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),9a373a789b654d0808de15054ecec20f28e641a7,2023-06-06T18:55:09+02:00,Dea María Léon,DOC: Fixing EX01 - Added examples (#53536),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),2b107bfcd84e2b6a4132329ad0d6c30f68d17554,2023-05-15T13:44:28-07:00,jbrockmendel,"REF: move SparseDtype, ArrowDtype to dtypes.dtypes (#53116)",189,Import behavior tested in optimized subprocess
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),730439603919b9a38a54477f768b775f1aaf6412,2023-05-09T10:47:54-04:00,Thomas Li,BLD: Setup meson builds (#49115),189,Import behavior tested in optimized subprocess
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),87970b234a80963264dda5324b5030350021f292,2023-05-07T15:34:48+05:30,Ketu Patel,STYLE: specify encodings when opening files (#52999),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),073156e7f755617f6f49337b041a279f6ed303a7,2023-05-06T00:07:17-07:00,Matthew Roeschke,STY: Enable pygrep ruff checks (#53062),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),b877b434702980a5f9521e6f38d16742129672f7,2023-04-26T17:46:36+02:00,Patrick Hoefler,DOC: Remove versionadded/changed for 1.1.0 (#52905),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),396848493e5fe69a41d86ebe3130adb810997c0c,2023-04-26T16:30:37+02:00,Patrick Hoefler,CI: Change development python version to 3.10 (#51133),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),2c68dd3d9c415f40b04c500936670470c4eabd6e,2023-04-23T12:02:53+02:00,Patrick Hoefler,CI: Unpin matplotlib (#51990),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),8b797e9f0bb1e4fac2bc98151795f49104c67f95,2023-04-14T16:15:53-07:00,William Ayd,Fixed import error message when extensions not built (#52674),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),e63e2af0b50e2d01068e1742169510e34067d694,2023-03-27T04:56:48-04:00,Torsten Wörtwein,CI: update autotyping (#52232),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),7ffb960f6d5a0e7a906ca7436e9136f1f59dd070,2023-03-09T18:15:23+08:00,Zhengbo Wang,STYLE: enable ruff TCH on some file (#51835),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),dd3914045aac8b2c603033367bad6754081d2a5a,2023-03-09T12:04:00-05:00,Torsten Wörtwein,TYP: misc typing from pandas-stubs in io and plotting (#51473),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),b056c63b2fee3418c872f7144128af8c4087f588,2023-03-02T03:36:00-05:00,Philip,DOC: updated docstrings for EX02 validation and updated code_checks (#51724),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),3f2b18aed1468d3643bf638f7859cacf3141c8f4,2023-02-22T17:09:56Z,Patrick Hoefler,DOC: Remove 1.0.0 versionadded/versionchanged (#51469),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),aebcfdf923d8eeb83e1932c5cc9b775ec0d09295,2023-02-05T15:29:01-05:00,partev,DOC: fix various typos in plotting documentation (#51176),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d3f0e9a95d220cd349fbc2d9b107ebebc5d7b58a,2023-01-15T15:26:18Z,Terji Petersen,DEPR: deprecate Index.holds_integer (#50243),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),05e93590e372454dc8ba9d7e198d845b3d93684f,2023-01-10T08:58:18-08:00,Mehdi Mohammadi,Fix docstring for layout parameter of boxplot (#50647),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),db4d3b09f68bc26704b8294c49ea05a8a6f72796,2023-01-07T01:30:57-08:00,Matthew Roeschke,DEPR: Remove pandas.io.json.json_normalize in favor of pd.json_normalize (#50608),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),f1e871b53931b26ec22f167678484f616b130e86,2023-01-06T14:48:57-05:00,P. Talley,DOC: Fix doc for DataFrame.plot subplots argument (#50599),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),3a0db109390ddf9ab331cc86e63449c7445aa8a7,2023-01-05T14:08:19Z,Marco Edward Gorelli,"Revert ""STYLE use pandas-dev-flaker (#40906) (#50519)",189,Import behavior tested in optimized subprocess
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),761b59f81d551594331bc6c42df379f15dba456d,2022-12-27T19:20:21Z,Marco Edward Gorelli,"CLN, TST: clean up and increase coverage in tslib.pyx (#50439)",189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),0cebd7508e252aa4aef7be7590537dc3e20a0282,2022-12-05T14:54:08+05:30,iofall,DOC: Remove all versionchanged / versionadded directives < 1.0.0 (#50057),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),f7fad771eb1598b7ad43c1170a91178f49d0a93d,2022-12-05T14:42:15-05:00,Stefanie Molin,VIS: Add xlabel/ylabel to `plot.hist()` (#49794),240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d95bf9a04f10590fff41e75de94c321a8743af72,2022-11-23T22:09:11Z,Marco Edward Gorelli,DEPR Enforce reversion of Size color aliases (#49836),240,Plotting backend loaded via entry points
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),8f8b5b3b3f64bffc0a1096026cd45d3d79ae6668,2022-11-20T17:34:12+01:00,Natalia Mokeeva,STYLE enable pylint: invalid-envvar-default (#49801),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),961005abd4b56084784379024b547b65346cb0ba,2022-11-17T19:33:42+01:00,Patrick Hoefler,"Revert ""Add 'color' and 'size' to arguments (#44856)""  (#49734)",240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),c04bba47d09f56101932d673db53a7ae37086132,2022-11-16T23:35:40+01:00,Patrick Hoefler,CI: Upgrade mypy to 0.990 (#49626),240,Plotting backend loaded via entry points
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),2517199dc9d6174d967683eeb6ad7fe68a76df19,2022-11-16T21:25:05Z,Terji Petersen,"DEPR: remove Int64Index, UInt64Index, Float64Index from public namespace (#49670)",189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),d13c9e034ce8a1d738766c4b1cec80c76f5523be,2022-11-04T20:45:23+01:00,Carlotta Fabian,STYLE: fix pylint: no-else-raise (#49520),240,Plotting backend loaded via entry points
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),57d8d3a7cc2c4afc8746bf774b5062fa70c0f5fd,2022-11-04T15:47:35+05:30,ram vikram singh,UPGRADE: Autoupdate pre-commit config (#49428),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),7ccac683c074aaf5abaedd64f8aa5da4d9fe08ee,2022-11-02T16:07:02-05:00,stellalin7,"issue 48855 enable pylint C-type ""disallowed-name "" warning (#49379)",240,Plotting backend loaded via entry points
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),62757c43ba506c62edeed300def524d6071dd79b,2022-10-26T02:33:09-07:00,Matthew Roeschke,DEPR: Remove sort_columns in plotting (#49315),240,Plotting backend loaded via entry points
pandas,pandas/io/clipboard/__init__.py,pandas/tests/io/test_clipboard.py,subprocess (external clipboard tools),a7341b37a53f121262c07f373c4552b69673d25b,2022-10-25T16:00:11-04:00,Thierry Moisan,STYLE: fix pylint consider-iterating-dictionary warnings (#49305),38,"Clipboard uses external tools like pbcopy, xclip"
pandas,pandas/__init__.py,pandas/tests/test_downstream.py,subprocess (-OO flag),9168fa4a3a95e10f18d424ef49b23544fe70858f,2022-10-21T13:27:43-07:00,Matthew Roeschke,DEPR: Remove top level numpy/datetime/Sparse object imports  (#49218),189,Import behavior tested in optimized subprocess
pandas,pandas/plotting/_core.py,pandas/tests/plotting/test_backend.py,entry_points (plugin loading),1ef45fdf4e8b0d4349caf81da553122400bfe77c,2022-10-16T09:03:09-03:00,Matheus Pedroni,DOC: fix versionchanged blank line usage (#49117) (#49125),240,Plotting backend loaded via entry points
